t Density Sender Receiver Contagion Reciprocity ContagionReciprocity EgoInTwoStar EgoOutTwoStar MixedTwoStar TransitiveTriangleT1 oOc.sport oOc.drugs oOc.alcohol MixedTwoStarSource MixedTwoStarSink TransitiveTriangleT3 TransitiveTriangleD1 TransitiveTriangleU1 CyclicTriangleC1 CyclicTriangleC3 AlterInTwoStar2 AlterOutTwoStar2 acceptance_rate
154000 15.0 39.0 35.0 16.0 22.0 3.0 51.0 40.0 78.0 20.0 25.0 28.0 52.0 85.0 68.0 2.0 29.0 22.0 13.0 0.0 10.0 21.0 0.29
155000 13.0 30.0 28.0 10.0 16.0 1.0 43.0 31.0 61.0 16.0 20.0 28.0 47.0 71.0 64.0 1.0 23.0 20.0 10.0 0.0 8.0 15.0 0.288
156000 18.0 48.0 43.0 22.0 28.0 5.0 62.0 50.0 98.0 30.0 29.0 34.0 55.0 107.0 86.0 6.0 37.0 31.0 20.0 0.0 16.0 34.0 0.255
157000 18.0 47.0 46.0 31.0 28.0 7.0 66.0 48.0 102.0 34.0 29.0 36.0 62.0 102.0 99.0 18.0 36.0 33.0 19.0 2.0 27.0 48.0 0.24
158000 18.0 48.0 43.0 32.0 29.0 10.0 60.0 54.0 101.0 31.0 29.0 34.0 62.0 107.0 91.0 12.0 40.0 28.0 19.0 2.0 23.0 41.0 0.264
159000 13.0 27.0 27.0 9.0 17.0 2.0 45.0 22.0 54.0 12.0 22.0 29.0 45.0 51.0 53.0 1.0 18.0 16.0 7.0 0.0 6.0 13.0 0.253
160000 18.0 43.0 43.0 32.0 27.0 9.0 60.0 40.0 87.0 30.0 29.0 37.0 67.0 90.0 92.0 18.0 32.0 31.0 17.0 2.0 25.0 43.0 0.259
161000 19.0 46.0 44.0 31.0 27.0 8.0 62.0 45.0 94.0 31.0 30.0 40.0 67.0 100.0 89.0 18.0 35.0 31.0 17.0 2.0 26.0 42.0 0.239
162000 18.0 46.0 41.0 24.0 28.0 8.0 58.0 50.0 91.0 31.0 30.0 36.0 63.0 101.0 89.0 7.0 42.0 32.0 23.0 1.0 17.0 29.0 0.271
163000 16.0 37.0 37.0 23.0 24.0 7.0 55.0 29.0 69.0 25.0 27.0 35.0 59.0 75.0 82.0 17.0 28.0 27.0 15.0 2.0 20.0 34.0 0.24
164000 17.0 43.0 41.0 26.0 27.0 7.0 57.0 42.0 87.0 28.0 27.0 33.0 60.0 90.0 86.0 9.0 33.0 29.0 18.0 1.0 19.0 37.0 0.279
165000 17.0 42.0 43.0 27.0 27.0 7.0 61.0 40.0 88.0 31.0 27.0 36.0 64.0 87.0 94.0 16.0 33.0 33.0 19.0 2.0 23.0 38.0 0.234
166000 16.0 43.0 40.0 28.0 25.0 9.0 60.0 44.0 90.0 28.0 27.0 34.0 57.0 97.0 82.0 16.0 35.0 31.0 17.0 2.0 22.0 33.0 0.265
167000 16.0 39.0 38.0 19.0 25.0 5.0 54.0 38.0 79.0 24.0 26.0 32.0 56.0 83.0 86.0 3.0 30.0 27.0 16.0 0.0 15.0 30.0 0.29
168000 17.0 43.0 38.0 27.0 25.0 8.0 54.0 48.0 89.0 24.0 28.0 34.0 60.0 96.0 79.0 7.0 34.0 23.0 15.0 1.0 20.0 35.0 0.259
169000 17.0 39.0 40.0 26.0 24.0 7.0 60.0 34.0 83.0 26.0 28.0 38.0 61.0 82.0 81.0 17.0 28.0 30.0 14.0 2.0 23.0 38.0 0.292
170000 18.0 43.0 44.0 26.0 27.0 6.0 65.0 44.0 97.0 33.0 29.0 39.0 62.0 92.0 98.0 17.0 34.0 33.0 19.0 2.0 27.0 45.0 0.271
171000 18.0 49.0 45.0 29.0 30.0 9.0 64.0 54.0 102.0 31.0 31.0 35.0 62.0 109.0 96.0 9.0 40.0 33.0 20.0 1.0 29.0 42.0 0.264
172000 17.0 43.0 38.0 27.0 24.0 8.0 56.0 48.0 88.0 25.0 27.0 34.0 58.0 97.0 73.0 10.0 34.0 26.0 14.0 1.0 17.0 29.0 0.273
173000 14.0 32.0 35.0 15.0 23.0 4.0 54.0 25.0 66.0 23.0 24.0 29.0 49.0 61.0 77.0 5.0 25.0 25.0 14.0 0.0 13.0 22.0 0.255
174000 15.0 40.0 37.0 27.0 23.0 8.0 56.0 45.0 86.0 25.0 24.0 31.0 54.0 89.0 74.0 10.0 32.0 26.0 14.0 1.0 18.0 28.0 0.239
175000 17.0 47.0 38.0 21.0 26.0 6.0 53.0 53.0 90.0 24.0 30.0 31.0 56.0 107.0 74.0 6.0 39.0 23.0 17.0 1.0 15.0 30.0 0.25
176000 19.0 46.0 42.0 28.0 27.0 8.0 58.0 44.0 86.0 31.0 30.0 38.0 67.0 103.0 93.0 17.0 37.0 33.0 20.0 2.0 21.0 39.0 0.272
177000 18.0 47.0 49.0 37.0 31.0 11.0 71.0 44.0 106.0 36.0 30.0 37.0 62.0 97.0 110.0 31.0 36.0 38.0 22.0 6.0 32.0 59.0 0.253
178000 18.0 44.0 41.0 29.0 26.0 9.0 59.0 48.0 91.0 28.0 28.0 38.0 62.0 95.0 81.0 18.0 35.0 30.0 16.0 3.0 22.0 34.0 0.26
179000 24.0 59.0 52.0 37.0 36.0 12.0 65.0 59.0 108.0 38.0 39.0 46.0 80.0 129.0 105.0 20.0 47.0 37.0 25.0 3.0 29.0 50.0 0.246
180000 20.0 51.0 47.0 34.0 31.0 10.0 64.0 54.0 103.0 35.0 31.0 40.0 70.0 114.0 101.0 21.0 42.0 33.0 22.0 3.0 28.0 48.0 0.256
181000 20.0 56.0 53.0 42.0 34.0 13.0 76.0 62.0 125.0 40.0 32.0 38.0 72.0 124.0 118.0 31.0 46.0 39.0 28.0 7.0 36.0 57.0 0.27
182000 20.0 50.0 44.0 32.0 30.0 10.0 57.0 52.0 95.0 28.0 34.0 36.0 67.0 106.0 79.0 9.0 38.0 27.0 17.0 1.0 20.0 36.0 0.258
183000 19.0 47.0 41.0 28.0 28.0 9.0 55.0 50.0 90.0 27.0 30.0 38.0 63.0 103.0 84.0 8.0 37.0 28.0 17.0 1.0 19.0 36.0 0.297
184000 19.0 50.0 46.0 35.0 29.0 10.0 65.0 55.0 106.0 34.0 30.0 39.0 67.0 111.0 91.0 21.0 41.0 32.0 19.0 3.0 29.0 45.0 0.264
185000 20.0 51.0 50.0 39.0 34.0 14.0 67.0 53.0 106.0 35.0 33.0 39.0 71.0 105.0 108.0 27.0 41.0 36.0 23.0 6.0 30.0 45.0 0.277
186000 14.0 38.0 35.0 23.0 22.0 7.0 55.0 44.0 83.0 24.0 23.0 30.0 50.0 85.0 72.0 9.0 32.0 26.0 14.0 1.0 16.0 26.0 0.264
187000 19.0 51.0 45.0 36.0 31.0 12.0 60.0 55.0 101.0 31.0 32.0 36.0 67.0 111.0 96.0 18.0 41.0 30.0 20.0 4.0 27.0 51.0 0.289
188000 14.0 35.0 35.0 19.0 21.0 4.0 55.0 33.0 80.0 21.0 25.0 29.0 49.0 75.0 76.0 5.0 24.0 23.0 12.0 0.0 17.0 36.0 0.221
189000 18.0 45.0 41.0 32.0 26.0 10.0 59.0 49.0 92.0 29.0 28.0 38.0 63.0 99.0 81.0 20.0 36.0 30.0 16.0 3.0 23.0 37.0 0.26
190000 17.0 46.0 43.0 30.0 27.0 9.0 65.0 52.0 101.0 32.0 25.0 34.0 58.0 103.0 84.0 20.0 38.0 34.0 19.0 3.0 22.0 36.0 0.243
191000 18.0 46.0 43.0 22.0 29.0 6.0 58.0 44.0 88.0 30.0 30.0 34.0 60.0 100.0 94.0 4.0 37.0 34.0 21.0 0.0 22.0 38.0 0.259
192000 14.0 33.0 35.0 23.0 23.0 8.0 57.0 32.0 74.0 26.0 22.0 33.0 53.0 64.0 76.0 16.0 28.0 29.0 15.0 2.0 19.0 28.0 0.272
193000 22.0 56.0 54.0 42.0 34.0 11.0 73.0 56.0 118.0 41.0 36.0 43.0 74.0 124.0 117.0 28.0 43.0 37.0 23.0 4.0 39.0 64.0 0.236
194000 16.0 39.0 36.0 16.0 23.0 3.0 51.0 38.0 77.0 22.0 28.0 30.0 59.0 81.0 67.0 2.0 29.0 24.0 15.0 0.0 13.0 21.0 0.286
195000 17.0 45.0 44.0 33.0 28.0 10.0 63.0 49.0 98.0 32.0 27.0 36.0 63.0 97.0 95.0 19.0 37.0 32.0 19.0 3.0 27.0 42.0 0.289
196000 20.0 52.0 49.0 41.0 33.0 14.0 66.0 55.0 106.0 35.0 33.0 39.0 73.0 109.0 105.0 28.0 42.0 35.0 22.0 6.0 31.0 51.0 0.223
197000 22.0 61.0 54.0 36.0 36.0 9.0 71.0 66.0 123.0 42.0 36.0 37.0 71.0 138.0 109.0 23.0 50.0 35.0 25.0 3.0 31.0 56.0 0.232
198000 20.0 46.0 45.0 26.0 29.0 7.0 63.0 44.0 97.0 30.0 34.0 38.0 67.0 98.0 89.0 8.0 32.0 31.0 17.0 0.0 22.0 34.0 0.282
199000 22.0 55.0 51.0 44.0 35.0 15.0 66.0 56.0 107.0 36.0 37.0 41.0 77.0 119.0 108.0 30.0 43.0 35.0 22.0 6.0 33.0 57.0 0.262
200000 20.0 53.0 49.0 38.0 32.0 11.0 69.0 60.0 116.0 36.0 33.0 39.0 69.0 115.0 106.0 20.0 43.0 33.0 22.0 4.0 31.0 54.0 0.248
201000 21.0 55.0 48.0 37.0 31.0 11.0 67.0 61.0 113.0 34.0 36.0 39.0 66.0 127.0 97.0 19.0 43.0 32.0 21.0 3.0 30.0 48.0 0.267
202000 13.0 36.0 35.0 15.0 23.0 4.0 57.0 39.0 83.0 23.0 22.0 28.0 49.0 72.0 72.0 3.0 29.0 24.0 15.0 0.0 12.0 21.0 0.248
203000 21.0 50.0 46.0 34.0 30.0 10.0 63.0 53.0 101.0 33.0 34.0 42.0 72.0 111.0 97.0 21.0 40.0 32.0 19.0 3.0 28.0 48.0 0.246
204000 14.0 37.0 34.0 18.0 21.0 5.0 54.0 41.0 84.0 19.0 24.0 29.0 48.0 83.0 68.0 1.0 29.0 22.0 12.0 0.0 14.0 22.0 0.261
205000 19.0 48.0 44.0 25.0 29.0 7.0 62.0 52.0 98.0 32.0 31.0 38.0 65.0 105.0 87.0 18.0 40.0 33.0 20.0 3.0 21.0 35.0 0.269
206000 11.0 25.0 20.0 6.0 17.0 2.0 19.0 25.0 39.0 15.0 19.0 25.0 38.0 50.0 42.0 0.0 23.0 12.0 10.0 0.0 2.0 5.0 0.274
207000 20.0 51.0 47.0 36.0 31.0 11.0 63.0 53.0 101.0 33.0 33.0 38.0 70.0 109.0 88.0 21.0 40.0 32.0 19.0 3.0 26.0 42.0 0.267
208000 15.0 44.0 39.0 22.0 25.0 6.0 60.0 49.0 97.0 25.0 26.0 28.0 53.0 98.0 78.0 5.0 34.0 27.0 16.0 0.0 16.0 31.0 0.271
209000 17.0 41.0 39.0 18.0 24.0 3.0 57.0 41.0 84.0 24.0 26.0 34.0 57.0 88.0 78.0 6.0 30.0 26.0 14.0 0.0 14.0 26.0 0.264
210000 22.0 54.0 54.0 39.0 35.0 11.0 74.0 53.0 117.0 40.0 38.0 43.0 75.0 113.0 103.0 27.0 42.0 40.0 24.0 4.0 38.0 51.0 0.277
211000 25.0 62.0 57.0 46.0 38.0 14.0 73.0 64.0 123.0 41.0 41.0 46.0 83.0 136.0 118.0 23.0 47.0 37.0 25.0 3.0 39.0 64.0 0.261
212000 16.0 40.0 37.0 22.0 22.0 5.0 56.0 41.0 83.0 25.0 25.0 34.0 56.0 90.0 76.0 7.0 31.0 27.0 14.0 0.0 17.0 28.0 0.239
213000 19.0 48.0 46.0 29.0 31.0 8.0 62.0 46.0 95.0 33.0 32.0 35.0 66.0 102.0 100.0 17.0 38.0 32.0 21.0 3.0 23.0 43.0 0.293
214000 14.0 34.0 32.0 17.0 20.0 5.0 49.0 30.0 68.0 17.0 25.0 30.0 49.0 74.0 69.0 2.0 24.0 23.0 11.0 0.0 12.0 25.0 0.279
215000 20.0 55.0 51.0 39.0 33.0 11.0 71.0 61.0 119.0 38.0 33.0 38.0 68.0 118.0 104.0 24.0 43.0 35.0 22.0 4.0 32.0 55.0 0.274
216000 19.0 44.0 42.0 25.0 26.0 6.0 59.0 42.0 87.0 27.0 30.0 39.0 66.0 95.0 86.0 16.0 31.0 29.0 15.0 2.0 20.0 35.0 0.277
217000 14.0 40.0 36.0 22.0 23.0 6.0 54.0 47.0 88.0 23.0 23.0 28.0 51.0 90.0 78.0 5.0 33.0 23.0 15.0 1.0 17.0 29.0 0.281
218000 18.0 48.0 41.0 27.0 28.0 8.0 55.0 52.0 93.0 26.0 30.0 33.0 61.0 109.0 86.0 7.0 38.0 24.0 18.0 1.0 20.0 37.0 0.268
219000 18.0 41.0 40.0 22.0 25.0 5.0 57.0 39.0 83.0 26.0 29.0 36.0 64.0 84.0 79.0 6.0 31.0 27.0 16.0 0.0 15.0 25.0 0.27
220000 20.0 56.0 51.0 37.0 33.0 10.0 70.0 62.0 119.0 41.0 33.0 37.0 66.0 121.0 108.0 21.0 47.0 36.0 24.0 3.0 32.0 54.0 0.268
221000 18.0 45.0 44.0 26.0 29.0 7.0 61.0 44.0 92.0 29.0 29.0 34.0 63.0 93.0 93.0 9.0 34.0 29.0 18.0 1.0 18.0 31.0 0.248
222000 15.0 30.0 30.0 17.0 23.0 6.0 41.0 21.0 49.0 19.0 25.0 30.0 52.0 55.0 66.0 12.0 23.0 20.0 14.0 3.0 13.0 24.0 0.285
223000 14.0 32.0 35.0 23.0 20.0 6.0 57.0 28.0 74.0 23.0 22.0 33.0 53.0 67.0 74.0 17.0 23.0 28.0 12.0 2.0 18.0 32.0 0.263
224000 21.0 56.0 50.0 37.0 35.0 12.0 66.0 61.0 114.0 35.0 36.0 38.0 74.0 120.0 106.0 18.0 44.0 33.0 24.0 4.0 28.0 54.0 0.261
225000 12.0 33.0 32.0 13.0 19.0 2.0 52.0 36.0 75.0 23.0 19.0 26.0 46.0 72.0 67.0 3.0 28.0 27.0 15.0 0.0 12.0 20.0 0.217
226000 17.0 43.0 36.0 18.0 23.0 4.0 51.0 44.0 81.0 23.0 28.0 33.0 58.0 99.0 73.0 3.0 34.0 24.0 16.0 0.0 12.0 24.0 0.283
227000 18.0 51.0 41.0 24.0 28.0 7.0 54.0 59.0 100.0 24.0 33.0 31.0 60.0 119.0 83.0 6.0 40.0 23.0 18.0 1.0 22.0 37.0 0.271
228000 16.0 38.0 37.0 22.0 26.0 8.0 55.0 37.0 78.0 24.0 27.0 35.0 58.0 74.0 82.0 12.0 31.0 26.0 16.0 3.0 18.0 30.0 0.288
229000 17.0 47.0 44.0 31.0 28.0 9.0 63.0 52.0 100.0 32.0 27.0 35.0 62.0 103.0 94.0 19.0 39.0 32.0 19.0 3.0 26.0 43.0 0.267
230000 20.0 45.0 46.0 27.0 30.0 8.0 63.0 38.0 90.0 31.0 34.0 42.0 70.0 92.0 96.0 15.0 34.0 34.0 19.0 2.0 25.0 40.0 0.251
231000 13.0 29.0 27.0 13.0 17.0 4.0 45.0 24.0 54.0 16.0 21.0 30.0 46.0 61.0 58.0 4.0 22.0 20.0 10.0 0.0 8.0 18.0 0.273
232000 19.0 49.0 46.0 30.0 28.0 7.0 67.0 52.0 106.0 32.0 32.0 38.0 63.0 112.0 100.0 15.0 38.0 31.0 20.0 2.0 29.0 45.0 0.298
233000 23.0 58.0 50.0 31.0 36.0 10.0 61.0 59.0 105.0 34.0 40.0 41.0 74.0 125.0 99.0 8.0 47.0 32.0 24.0 1.0 24.0 47.0 0.244
234000 15.0 39.0 38.0 22.0 23.0 6.0 58.0 40.0 86.0 22.0 25.0 30.0 56.0 82.0 72.0 5.0 28.0 25.0 12.0 0.0 16.0 24.0 0.296
235000 14.0 36.0 32.0 14.0 19.0 2.0 50.0 39.0 76.0 18.0 22.0 29.0 49.0 81.0 66.0 2.0 27.0 20.0 11.0 0.0 10.0 21.0 0.239
236000 20.0 51.0 52.0 36.0 33.0 10.0 72.0 46.0 108.0 37.0 34.0 38.0 67.0 110.0 115.0 25.0 38.0 39.0 24.0 4.0 35.0 55.0 0.232
237000 20.0 53.0 47.0 29.0 31.0 8.0 66.0 58.0 109.0 33.0 32.0 37.0 65.0 114.0 86.0 11.0 41.0 32.0 20.0 1.0 21.0 37.0 0.302
238000 21.0 48.0 45.0 21.0 32.0 6.0 60.0 39.0 86.0 28.0 37.0 39.0 67.0 99.0 91.0 3.0 36.0 28.0 21.0 0.0 20.0 30.0 0.251
239000 16.0 46.0 40.0 23.0 26.0 6.0 57.0 53.0 97.0 25.0 26.0 30.0 53.0 103.0 78.0 5.0 37.0 24.0 16.0 1.0 17.0 29.0 0.259
240000 18.0 45.0 41.0 22.0 26.0 4.0 58.0 47.0 94.0 26.0 29.0 35.0 58.0 98.0 87.0 4.0 33.0 25.0 16.0 0.0 18.0 37.0 0.254
241000 14.0 36.0 30.0 15.0 19.0 5.0 42.0 37.0 69.0 14.0 25.0 27.0 47.0 82.0 57.0 0.0 27.0 17.0 10.0 0.0 12.0 14.0 0.266
242000 19.0 48.0 44.0 25.0 30.0 7.0 59.0 48.0 95.0 29.0 30.0 36.0 63.0 102.0 96.0 11.0 38.0 30.0 21.0 3.0 20.0 38.0 0.285
243000 18.0 44.0 39.0 24.0 27.0 8.0 54.0 46.0 84.0 27.0 29.0 37.0 63.0 92.0 80.0 5.0 36.0 24.0 16.0 0.0 18.0 35.0 0.277
244000 18.0 51.0 44.0 34.0 28.0 9.0 62.0 59.0 110.0 30.0 31.0 33.0 59.0 115.0 84.0 14.0 40.0 25.0 17.0 2.0 26.0 45.0 0.282
245000 17.0 44.0 39.0 21.0 27.0 6.0 53.0 43.0 82.0 25.0 27.0 31.0 56.0 94.0 85.0 9.0 34.0 28.0 18.0 2.0 15.0 32.0 0.279
246000 14.0 32.0 25.0 7.0 20.0 1.0 20.0 28.0 45.0 17.0 24.0 28.0 48.0 69.0 58.0 0.0 24.0 13.0 12.0 0.0 5.0 17.0 0.255
247000 17.0 42.0 41.0 19.0 26.0 5.0 62.0 40.0 91.0 26.0 29.0 35.0 57.0 90.0 85.0 4.0 31.0 30.0 17.0 0.0 14.0 26.0 0.281
248000 16.0 40.0 41.0 29.0 26.0 9.0 62.0 41.0 89.0 31.0 25.0 36.0 60.0 85.0 99.0 24.0 34.0 34.0 20.0 5.0 25.0 43.0 0.259
249000 20.0 52.0 48.0 34.0 31.0 9.0 68.0 58.0 112.0 37.0 33.0 40.0 67.0 112.0 94.0 22.0 43.0 34.0 21.0 3.0 29.0 49.0 0.288
250000 16.0 31.0 24.0 8.0 20.0 3.0 19.0 24.0 38.0 15.0 28.0 32.0 53.0 63.0 57.0 0.0 24.0 15.0 12.0 0.0 3.0 15.0 0.276
251000 16.0 35.0 33.0 18.0 22.0 6.0 50.0 32.0 64.0 22.0 26.0 35.0 55.0 72.0 72.0 6.0 28.0 24.0 13.0 0.0 12.0 23.0 0.274
252000 12.0 24.0 24.0 13.0 17.0 4.0 25.0 17.0 38.0 19.0 17.0 31.0 43.0 45.0 59.0 14.0 19.0 20.0 10.0 2.0 10.0 22.0 0.248
253000 17.0 45.0 42.0 27.0 27.0 9.0 62.0 51.0 98.0 31.0 28.0 37.0 57.0 100.0 88.0 17.0 39.0 32.0 19.0 3.0 22.0 34.0 0.271
254000 18.0 46.0 42.0 29.0 27.0 8.0 60.0 50.0 96.0 29.0 29.0 36.0 64.0 102.0 87.0 11.0 36.0 28.0 17.0 1.0 23.0 41.0 0.253
255000 17.0 39.0 40.0 24.0 25.0 6.0 61.0 34.0 83.0 29.0 28.0 37.0 58.0 77.0 81.0 17.0 29.0 27.0 14.0 2.0 21.0 35.0 0.263
256000 20.0 48.0 45.0 26.0 29.0 7.0 61.0 46.0 93.0 32.0 32.0 41.0 66.0 107.0 95.0 15.0 38.0 32.0 20.0 2.0 22.0 36.0 0.297
257000 20.0 53.0 48.0 25.0 32.0 6.0 64.0 54.0 106.0 29.0 34.0 36.0 67.0 116.0 103.0 2.0 38.0 30.0 21.0 0.0 23.0 39.0 0.252
258000 22.0 57.0 52.0 44.0 35.0 14.0 70.0 63.0 121.0 37.0 38.0 41.0 71.0 126.0 107.0 21.0 45.0 34.0 23.0 4.0 39.0 62.0 0.254
259000 8.0 12.0 10.0 1.0 9.0 0.0 5.0 6.0 8.0 5.0 12.0 21.0 26.0 22.0 24.0 0.0 9.0 5.0 3.0 0.0 1.0 4.0 0.256
260000 10.0 20.0 18.0 8.0 12.0 2.0 32.0 15.0 34.0 7.0 17.0 21.0 35.0 41.0 34.0 3.0 13.0 8.0 4.0 0.0 5.0 8.0 0.248
261000 20.0 51.0 47.0 38.0 30.0 11.0 67.0 57.0 110.0 35.0 33.0 39.0 67.0 111.0 91.0 22.0 41.0 32.0 19.0 3.0 29.0 48.0 0.24
262000 20.0 50.0 44.0 27.0 30.0 8.0 58.0 49.0 95.0 29.0 33.0 37.0 67.0 112.0 98.0 13.0 38.0 28.0 21.0 3.0 22.0 44.0 0.242
263000 16.0 43.0 36.0 23.0 23.0 6.0 49.0 48.0 83.0 23.0 27.0 30.0 57.0 102.0 74.0 7.0 35.0 21.0 15.0 1.0 17.0 30.0 0.26
264000 20.0 51.0 46.0 32.0 30.0 9.0 63.0 54.0 102.0 34.0 32.0 39.0 69.0 110.0 88.0 21.0 42.0 32.0 20.0 3.0 25.0 41.0 0.26
265000 16.0 44.0 40.0 22.0 26.0 6.0 59.0 50.0 93.0 26.0 26.0 32.0 54.0 96.0 80.0 8.0 36.0 27.0 16.0 1.0 17.0 29.0 0.272
266000 15.0 36.0 33.0 13.0 22.0 3.0 52.0 33.0 72.0 19.0 26.0 30.0 54.0 71.0 64.0 3.0 26.0 21.0 13.0 0.0 9.0 17.0 0.307
267000 18.0 48.0 43.0 28.0 28.0 8.0 60.0 52.0 97.0 29.0 29.0 34.0 60.0 108.0 85.0 10.0 38.0 29.0 17.0 1.0 21.0 32.0 0.271
268000 19.0 48.0 43.0 28.0 29.0 8.0 58.0 51.0 96.0 29.0 30.0 37.0 64.0 105.0 88.0 9.0 37.0 28.0 18.0 1.0 22.0 42.0 0.309
269000 23.0 58.0 52.0 39.0 37.0 13.0 65.0 60.0 112.0 37.0 37.0 43.0 76.0 123.0 107.0 18.0 47.0 35.0 25.0 4.0 30.0 55.0 0.238
270000 18.0 47.0 45.0 30.0 28.0 8.0 64.0 46.0 96.0 31.0 30.0 35.0 61.0 105.0 95.0 17.0 35.0 33.0 18.0 2.0 30.0 46.0 0.271
271000 13.0 35.0 32.0 17.0 20.0 4.0 50.0 37.0 74.0 20.0 22.0 27.0 47.0 79.0 73.0 3.0 28.0 22.0 13.0 0.0 14.0 29.0 0.259
272000 18.0 40.0 39.0 23.0 25.0 6.0 55.0 37.0 78.0 25.0 28.0 37.0 62.0 87.0 86.0 7.0 29.0 28.0 15.0 0.0 16.0 29.0 0.293
273000 15.0 39.0 36.0 15.0 24.0 4.0 53.0 40.0 81.0 19.0 26.0 29.0 49.0 81.0 67.0 1.0 29.0 23.0 13.0 0.0 11.0 18.0 0.245
274000 17.0 39.0 38.0 18.0 26.0 6.0 56.0 37.0 78.0 25.0 29.0 37.0 58.0 78.0 79.0 4.0 32.0 26.0 15.0 0.0 16.0 19.0 0.252
275000 21.0 51.0 53.0 38.0 34.0 11.0 74.0 46.0 111.0 37.0 34.0 39.0 67.0 101.0 110.0 28.0 36.0 40.0 23.0 5.0 35.0 55.0 0.262
276000 18.0 48.0 43.0 29.0 28.0 9.0 60.0 52.0 95.0 31.0 29.0 36.0 62.0 106.0 87.0 18.0 40.0 32.0 20.0 3.0 22.0 36.0 0.261
277000 22.0 60.0 55.0 46.0 37.0 14.0 73.0 64.0 124.0 43.0 36.0 39.0 73.0 129.0 115.0 32.0 48.0 39.0 26.0 6.0 38.0 70.0 0.234
278000 18.0 47.0 46.0 33.0 30.0 10.0 64.0 50.0 100.0 34.0 29.0 37.0 67.0 99.0 97.0 19.0 39.0 34.0 21.0 3.0 27.0 42.0 0.26
279000 18.0 44.0 46.0 32.0 30.0 11.0 65.0 38.0 91.0 30.0 31.0 36.0 64.0 92.0 105.0 24.0 32.0 35.0 19.0 5.0 28.0 47.0 0.258
280000 17.0 43.0 41.0 22.0 27.0 6.0 60.0 48.0 93.0 28.0 27.0 34.0 59.0 93.0 84.0 8.0 36.0 29.0 18.0 1.0 16.0 26.0 0.247
281000 21.0 52.0 52.0 43.0 33.0 13.0 73.0 52.0 115.0 37.0 36.0 43.0 72.0 112.0 109.0 27.0 39.0 37.0 21.0 4.0 41.0 61.0 0.266
282000 14.0 32.0 34.0 18.0 21.0 5.0 54.0 25.0 65.0 21.0 23.0 30.0 51.0 60.0 69.0 15.0 22.0 25.0 11.0 2.0 15.0 25.0 0.297
283000 22.0 57.0 51.0 38.0 34.0 11.0 69.0 63.0 118.0 37.0 37.0 41.0 74.0 126.0 110.0 20.0 46.0 33.0 24.0 4.0 31.0 56.0 0.262
284000 19.0 47.0 47.0 34.0 33.0 12.0 65.0 43.0 94.0 34.0 32.0 39.0 67.0 92.0 100.0 26.0 38.0 34.0 21.0 5.0 30.0 43.0 0.275
285000 16.0 40.0 38.0 20.0 24.0 4.0 56.0 37.0 84.0 22.0 28.0 31.0 52.0 85.0 79.0 5.0 27.0 24.0 13.0 0.0 17.0 39.0 0.245
286000 15.0 33.0 32.0 13.0 22.0 4.0 46.0 30.0 63.0 20.0 26.0 31.0 56.0 64.0 67.0 1.0 28.0 21.0 14.0 0.0 11.0 17.0 0.261
287000 21.0 50.0 46.0 26.0 30.0 7.0 63.0 50.0 99.0 30.0 35.0 41.0 73.0 106.0 96.0 5.0 37.0 32.0 20.0 0.0 20.0 33.0 0.258
288000 17.0 43.0 34.0 27.0 24.0 9.0 31.0 46.0 71.0 25.0 28.0 34.0 56.0 98.0 69.0 18.0 34.0 22.0 15.0 3.0 17.0 36.0 0.262
289000 19.0 51.0 48.0 38.0 32.0 12.0 66.0 55.0 107.0 36.0 31.0 37.0 68.0 110.0 100.0 24.0 42.0 33.0 21.0 4.0 29.0 47.0 0.262
290000 14.0 28.0 24.0 15.0 17.0 5.0 23.0 21.0 38.0 17.0 22.0 33.0 50.0 56.0 52.0 14.0 21.0 17.0 9.0 2.0 9.0 21.0 0.289
291000 19.0 53.0 45.0 29.0 31.0 9.0 62.0 60.0 107.0 31.0 33.0 35.0 67.0 116.0 93.0 8.0 43.0 30.0 21.0 1.0 21.0 45.0 0.257
292000 20.0 51.0 45.0 25.0 30.0 6.0 60.0 51.0 98.0 29.0 33.0 36.0 69.0 107.0 86.0 6.0 37.0 29.0 19.0 0.0 17.0 35.0 0.271
293000 23.0 53.0 48.0 31.0 32.0 9.0 63.0 51.0 99.0 36.0 39.0 46.0 76.0 114.0 104.0 17.0 43.0 35.0 23.0 2.0 28.0 49.0 0.237
294000 17.0 47.0 44.0 30.0 28.0 8.0 63.0 50.0 102.0 33.0 28.0 34.0 58.0 103.0 101.0 16.0 38.0 33.0 21.0 3.0 24.0 46.0 0.282
295000 13.0 36.0 29.0 14.0 21.0 4.0 32.0 39.0 66.0 22.0 22.0 28.0 46.0 76.0 59.0 4.0 30.0 19.0 13.0 0.0 9.0 18.0 0.272
296000 15.0 38.0 35.0 18.0 22.0 4.0 51.0 38.0 77.0 20.0 25.0 30.0 53.0 83.0 76.0 2.0 27.0 22.0 13.0 0.0 14.0 27.0 0.218
297000 21.0 56.0 51.0 35.0 34.0 10.0 69.0 57.0 113.0 36.0 36.0 38.0 75.0 123.0 113.0 17.0 43.0 35.0 24.0 3.0 28.0 53.0 0.28
298000 16.0 42.0 36.0 17.0 24.0 4.0 49.0 42.0 77.0 23.0 28.0 29.0 54.0 93.0 76.0 6.0 33.0 25.0 16.0 1.0 14.0 32.0 0.263
