t Density Sender Receiver Contagion Reciprocity ContagionReciprocity EgoInTwoStar EgoOutTwoStar MixedTwoStar TransitiveTriangleT1 oOc.sport oOc.drugs oOc.alcohol MixedTwoStarSource MixedTwoStarSink TransitiveTriangleT3 TransitiveTriangleD1 TransitiveTriangleU1 CyclicTriangleC1 CyclicTriangleC3 AlterInTwoStar2 AlterOutTwoStar2 acceptance_rate
14500 17.0 39.0 39.0 24.0 25.0 7.0 57.0 31.0 74.0 23.0 30.0 34.0 61.0 80.0 80.0 7.0 27.0 25.0 14.0 0.0 21.0 26.0 0.31
14600 11.0 26.0 23.0 6.0 16.0 1.0 36.0 22.0 45.0 13.0 21.0 21.0 38.0 54.0 42.0 1.0 22.0 12.0 9.0 0.0 6.0 8.0 0.22
14700 10.0 23.0 24.0 11.0 15.0 3.0 45.0 20.0 52.0 15.0 16.0 22.0 36.0 47.0 49.0 3.0 18.0 15.0 8.0 0.0 8.0 12.0 0.29
14800 15.0 39.0 33.0 14.0 21.0 3.0 50.0 42.0 77.0 20.0 25.0 31.0 52.0 91.0 77.0 1.0 32.0 22.0 15.0 0.0 12.0 27.0 0.23
14900 19.0 50.0 49.0 31.0 32.0 10.0 70.0 50.0 107.0 34.0 32.0 38.0 68.0 107.0 100.0 15.0 40.0 37.0 23.0 2.0 26.0 41.0 0.32
15000 21.0 53.0 47.0 34.0 31.0 10.0 63.0 56.0 105.0 32.0 34.0 40.0 69.0 116.0 89.0 11.0 42.0 29.0 19.0 1.0 25.0 40.0 0.28
15100 18.0 45.0 42.0 25.0 25.0 5.0 62.0 47.0 97.0 30.0 29.0 36.0 59.0 101.0 88.0 12.0 35.0 29.0 17.0 1.0 20.0 33.0 0.31
15200 19.0 49.0 49.0 37.0 31.0 11.0 71.0 51.0 109.0 38.0 31.0 40.0 65.0 107.0 116.0 30.0 40.0 40.0 24.0 6.0 37.0 56.0 0.33
15300 19.0 49.0 47.0 35.0 29.0 9.0 68.0 51.0 107.0 34.0 32.0 38.0 64.0 110.0 104.0 17.0 38.0 33.0 20.0 2.0 33.0 56.0 0.24
15400 17.0 45.0 42.0 25.0 25.0 5.0 64.0 49.0 99.0 32.0 27.0 36.0 58.0 102.0 92.0 17.0 37.0 31.0 19.0 2.0 22.0 41.0 0.24
15500 15.0 39.0 38.0 21.0 24.0 6.0 57.0 39.0 80.0 28.0 23.0 32.0 51.0 81.0 79.0 14.0 33.0 33.0 18.0 2.0 17.0 29.0 0.26
15600 18.0 46.0 39.0 23.0 26.0 7.0 54.0 51.0 89.0 26.0 29.0 36.0 62.0 103.0 78.0 6.0 38.0 27.0 18.0 1.0 16.0 30.0 0.25
15700 13.0 32.0 35.0 22.0 20.0 6.0 56.0 32.0 75.0 24.0 20.0 31.0 49.0 68.0 78.0 15.0 25.0 29.0 14.0 2.0 17.0 26.0 0.27
15800 13.0 38.0 34.0 20.0 21.0 5.0 53.0 46.0 86.0 21.0 21.0 26.0 47.0 86.0 69.0 5.0 31.0 21.0 13.0 1.0 14.0 23.0 0.2
15900 20.0 54.0 50.0 34.0 33.0 10.0 69.0 59.0 114.0 36.0 33.0 39.0 72.0 116.0 105.0 19.0 42.0 35.0 23.0 3.0 28.0 50.0 0.23
16000 15.0 38.0 35.0 19.0 22.0 4.0 51.0 38.0 77.0 20.0 24.0 28.0 52.0 82.0 69.0 4.0 27.0 21.0 12.0 0.0 12.0 23.0 0.27
16100 17.0 47.0 35.0 18.0 27.0 6.0 32.0 53.0 79.0 25.0 28.0 30.0 57.0 107.0 75.0 4.0 39.0 22.0 19.0 1.0 10.0 30.0 0.3
16200 17.0 41.0 40.0 20.0 26.0 6.0 58.0 41.0 87.0 24.0 27.0 35.0 55.0 88.0 84.0 1.0 31.0 29.0 18.0 0.0 14.0 22.0 0.24
16300 21.0 54.0 47.0 36.0 33.0 12.0 61.0 58.0 106.0 32.0 36.0 38.0 71.0 118.0 96.0 16.0 44.0 30.0 22.0 4.0 27.0 48.0 0.28
16400 12.0 37.0 33.0 20.0 20.0 5.0 53.0 46.0 86.0 21.0 19.0 23.0 43.0 86.0 69.0 5.0 31.0 21.0 13.0 1.0 14.0 23.0 0.21
16500 16.0 43.0 41.0 24.0 28.0 8.0 64.0 50.0 98.0 31.0 26.0 32.0 58.0 87.0 87.0 10.0 37.0 29.0 19.0 1.0 18.0 33.0 0.18
16600 15.0 38.0 39.0 23.0 24.0 6.0 59.0 38.0 83.0 27.0 23.0 32.0 54.0 79.0 83.0 15.0 30.0 30.0 16.0 2.0 18.0 30.0 0.23
16700 19.0 49.0 45.0 34.0 29.0 10.0 63.0 53.0 101.0 33.0 30.0 39.0 68.0 108.0 94.0 21.0 40.0 32.0 19.0 3.0 28.0 48.0 0.22
16800 13.0 29.0 32.0 20.0 21.0 7.0 52.0 24.0 64.0 21.0 21.0 31.0 50.0 54.0 78.0 12.0 23.0 25.0 14.0 3.0 16.0 29.0 0.24
16900 14.0 37.0 34.0 22.0 24.0 8.0 52.0 37.0 75.0 21.0 25.0 28.0 51.0 75.0 74.0 12.0 30.0 22.0 14.0 3.0 17.0 29.0 0.19
17000 15.0 37.0 35.0 16.0 23.0 4.0 51.0 37.0 75.0 21.0 26.0 30.0 53.0 77.0 76.0 1.0 29.0 24.0 15.0 0.0 13.0 25.0 0.21
17100 15.0 40.0 38.0 22.0 24.0 6.0 58.0 46.0 89.0 25.0 25.0 31.0 54.0 89.0 80.0 8.0 33.0 26.0 15.0 1.0 17.0 27.0 0.2
17200 18.0 49.0 45.0 32.0 30.0 10.0 63.0 53.0 100.0 33.0 29.0 36.0 62.0 107.0 95.0 20.0 41.0 33.0 20.0 3.0 26.0 46.0 0.29
17300 16.0 47.0 42.0 27.0 26.0 6.0 62.0 56.0 106.0 30.0 26.0 31.0 54.0 105.0 84.0 9.0 38.0 27.0 17.0 1.0 22.0 39.0 0.14
17400 18.0 50.0 46.0 36.0 30.0 11.0 65.0 55.0 105.0 34.0 29.0 35.0 65.0 109.0 95.0 24.0 41.0 33.0 20.0 4.0 28.0 48.0 0.26
17500 18.0 43.0 39.0 20.0 25.0 5.0 56.0 43.0 86.0 23.0 29.0 35.0 58.0 94.0 72.0 3.0 31.0 26.0 15.0 0.0 13.0 24.0 0.24
17600 20.0 50.0 48.0 30.0 32.0 9.0 64.0 53.0 105.0 32.0 32.0 39.0 68.0 111.0 105.0 7.0 39.0 32.0 21.0 1.0 28.0 41.0 0.18
17700 18.0 45.0 42.0 25.0 27.0 7.0 59.0 50.0 97.0 26.0 30.0 34.0 62.0 98.0 76.0 5.0 35.0 26.0 17.0 1.0 23.0 25.0 0.22
17800 19.0 47.0 45.0 27.0 29.0 7.0 63.0 51.0 100.0 33.0 30.0 38.0 65.0 100.0 82.0 19.0 39.0 31.0 19.0 3.0 22.0 29.0 0.29
17900 20.0 44.0 42.0 27.0 29.0 9.0 58.0 39.0 80.0 29.0 33.0 40.0 68.0 88.0 88.0 20.0 33.0 29.0 17.0 3.0 21.0 37.0 0.31
18000 15.0 37.0 37.0 17.0 26.0 6.0 56.0 31.0 74.0 22.0 26.0 29.0 53.0 69.0 77.0 10.0 27.0 27.0 17.0 3.0 13.0 24.0 0.37
18100 17.0 41.0 42.0 26.0 28.0 8.0 62.0 37.0 83.0 31.0 26.0 35.0 57.0 80.0 83.0 20.0 33.0 31.0 19.0 3.0 20.0 31.0 0.28
18200 17.0 31.0 32.0 13.0 23.0 5.0 45.0 21.0 55.0 16.0 29.0 33.0 53.0 55.0 62.0 2.0 16.0 21.0 11.0 0.0 7.0 11.0 0.28
18300 15.0 32.0 32.0 19.0 20.0 6.0 51.0 25.0 60.0 21.0 24.0 35.0 54.0 65.0 68.0 16.0 24.0 25.0 12.0 2.0 14.0 24.0 0.22
18400 15.0 39.0 38.0 21.0 26.0 7.0 57.0 38.0 78.0 28.0 25.0 31.0 56.0 77.0 88.0 14.0 34.0 29.0 19.0 3.0 18.0 30.0 0.2
18500 20.0 54.0 51.0 34.0 33.0 9.0 70.0 55.0 112.0 41.0 34.0 39.0 69.0 117.0 111.0 22.0 46.0 39.0 27.0 3.0 31.0 55.0 0.35
18600 12.0 32.0 25.0 6.0 20.0 2.0 25.0 34.0 55.0 17.0 21.0 25.0 42.0 62.0 51.0 0.0 26.0 16.0 11.0 0.0 2.0 12.0 0.34
18700 13.0 29.0 32.0 18.0 20.0 5.0 52.0 22.0 61.0 20.0 22.0 30.0 50.0 55.0 71.0 7.0 21.0 23.0 11.0 0.0 15.0 26.0 0.33
18800 14.0 29.0 31.0 19.0 19.0 6.0 51.0 22.0 58.0 20.0 22.0 34.0 51.0 55.0 64.0 16.0 21.0 25.0 10.0 2.0 14.0 24.0 0.23
18900 18.0 44.0 42.0 21.0 29.0 7.0 61.0 46.0 95.0 29.0 32.0 36.0 67.0 88.0 84.0 8.0 36.0 34.0 22.0 2.0 16.0 24.0 0.32
19000 18.0 47.0 46.0 27.0 31.0 8.0 66.0 48.0 102.0 32.0 31.0 35.0 61.0 96.0 98.0 12.0 37.0 35.0 21.0 2.0 23.0 37.0 0.32
19100 20.0 55.0 51.0 38.0 35.0 12.0 70.0 60.0 115.0 41.0 33.0 38.0 67.0 117.0 110.0 27.0 47.0 40.0 26.0 5.0 30.0 55.0 0.22
19200 21.0 54.0 47.0 36.0 33.0 12.0 61.0 58.0 105.0 33.0 35.0 39.0 71.0 119.0 99.0 18.0 44.0 30.0 21.0 4.0 26.0 50.0 0.25
19300 20.0 49.0 50.0 35.0 34.0 12.0 69.0 42.0 99.0 34.0 33.0 38.0 67.0 100.0 104.0 26.0 36.0 38.0 22.0 5.0 26.0 49.0 0.29
19400 17.0 42.0 42.0 28.0 27.0 9.0 63.0 43.0 93.0 28.0 28.0 36.0 62.0 89.0 90.0 18.0 33.0 32.0 17.0 3.0 22.0 36.0 0.31
19500 16.0 33.0 34.0 18.0 24.0 6.0 48.0 23.0 59.0 19.0 28.0 31.0 56.0 59.0 69.0 3.0 23.0 22.0 13.0 0.0 12.0 22.0 0.19
19600 18.0 48.0 42.0 23.0 28.0 6.0 60.0 56.0 103.0 27.0 30.0 34.0 63.0 106.0 88.0 5.0 38.0 26.0 19.0 1.0 18.0 34.0 0.24
19700 17.0 43.0 40.0 26.0 25.0 7.0 59.0 48.0 93.0 26.0 27.0 35.0 60.0 94.0 79.0 9.0 33.0 26.0 15.0 1.0 19.0 31.0 0.21
19800 19.0 50.0 46.0 36.0 30.0 11.0 63.0 53.0 101.0 33.0 31.0 38.0 68.0 109.0 95.0 21.0 40.0 32.0 19.0 3.0 29.0 49.0 0.26
19900 19.0 48.0 41.0 26.0 28.0 8.0 55.0 52.0 93.0 27.0 32.0 36.0 63.0 106.0 81.0 6.0 39.0 27.0 18.0 1.0 18.0 32.0 0.22
20000 16.0 41.0 33.0 20.0 22.0 6.0 44.0 47.0 78.0 18.0 27.0 31.0 55.0 95.0 70.0 5.0 33.0 18.0 13.0 1.0 17.0 28.0 0.21
20100 16.0 44.0 38.0 19.0 24.0 4.0 53.0 47.0 88.0 28.0 28.0 31.0 51.0 102.0 87.0 7.0 38.0 26.0 18.0 1.0 16.0 32.0 0.38
20200 21.0 54.0 49.0 39.0 32.0 12.0 65.0 56.0 107.0 35.0 35.0 40.0 73.0 116.0 93.0 21.0 43.0 32.0 20.0 3.0 30.0 46.0 0.31
20300 19.0 47.0 44.0 25.0 28.0 6.0 63.0 50.0 102.0 30.0 31.0 38.0 63.0 99.0 92.0 5.0 34.0 31.0 18.0 0.0 18.0 36.0 0.32
20400 21.0 57.0 52.0 37.0 33.0 10.0 74.0 66.0 127.0 37.0 35.0 40.0 70.0 127.0 106.0 18.0 44.0 35.0 23.0 3.0 33.0 47.0 0.28
20500 13.0 36.0 35.0 21.0 20.0 4.0 57.0 36.0 84.0 23.0 22.0 26.0 44.0 80.0 73.0 7.0 26.0 25.0 12.0 0.0 16.0 37.0 0.22
20600 10.0 29.0 28.0 13.0 17.0 4.0 49.0 33.0 70.0 16.0 17.0 21.0 37.0 64.0 58.0 0.0 24.0 22.0 11.0 0.0 8.0 12.0 0.25
20700 18.0 46.0 44.0 34.0 28.0 10.0 63.0 50.0 99.0 33.0 28.0 38.0 66.0 101.0 94.0 21.0 38.0 32.0 19.0 3.0 28.0 46.0 0.2
20800 16.0 43.0 34.0 23.0 23.0 7.0 44.0 48.0 79.0 19.0 28.0 29.0 55.0 100.0 70.0 7.0 34.0 18.0 13.0 1.0 19.0 33.0 0.2
20900 15.0 39.0 34.0 20.0 22.0 6.0 47.0 43.0 76.0 21.0 25.0 30.0 53.0 89.0 74.0 4.0 31.0 23.0 14.0 1.0 15.0 26.0 0.25
21000 19.0 48.0 40.0 21.0 28.0 6.0 49.0 52.0 88.0 26.0 31.0 36.0 62.0 105.0 84.0 5.0 39.0 25.0 18.0 1.0 19.0 34.0 0.3
21100 16.0 41.0 37.0 24.0 26.0 9.0 54.0 47.0 86.0 24.0 26.0 32.0 55.0 88.0 84.0 9.0 35.0 27.0 18.0 3.0 16.0 27.0 0.29
21200 15.0 41.0 42.0 21.0 25.0 4.0 65.0 44.0 97.0 32.0 24.0 32.0 59.0 85.0 86.0 16.0 33.0 34.0 19.0 2.0 19.0 30.0 0.31
21300 17.0 45.0 40.0 25.0 26.0 7.0 57.0 51.0 94.0 27.0 27.0 35.0 60.0 100.0 85.0 7.0 37.0 27.0 17.0 1.0 20.0 37.0 0.2
21400 17.0 44.0 40.0 25.0 25.0 6.0 56.0 44.0 88.0 26.0 28.0 34.0 59.0 97.0 80.0 6.0 33.0 26.0 15.0 0.0 19.0 36.0 0.28
21500 18.0 44.0 43.0 21.0 28.0 5.0 61.0 43.0 90.0 29.0 28.0 35.0 61.0 96.0 95.0 7.0 33.0 31.0 18.0 0.0 21.0 32.0 0.33
21600 13.0 28.0 30.0 13.0 18.0 4.0 49.0 24.0 64.0 14.0 22.0 29.0 47.0 57.0 66.0 0.0 17.0 22.0 10.0 0.0 9.0 13.0 0.25
21700 20.0 55.0 50.0 40.0 32.0 12.0 68.0 59.0 112.0 36.0 33.0 37.0 69.0 127.0 104.0 21.0 44.0 34.0 22.0 3.0 35.0 52.0 0.33
21800 21.0 53.0 49.0 35.0 32.0 10.0 66.0 54.0 108.0 35.0 35.0 41.0 70.0 119.0 114.0 19.0 41.0 35.0 24.0 4.0 32.0 53.0 0.21
21900 21.0 58.0 55.0 48.0 35.0 14.0 75.0 63.0 126.0 42.0 35.0 40.0 72.0 129.0 116.0 31.0 46.0 38.0 24.0 5.0 44.0 68.0 0.3
22000 21.0 55.0 51.0 35.0 34.0 11.0 69.0 59.0 112.0 38.0 34.0 42.0 72.0 123.0 112.0 18.0 47.0 38.0 26.0 3.0 33.0 51.0 0.24
22100 18.0 44.0 43.0 29.0 29.0 10.0 60.0 41.0 87.0 29.0 29.0 36.0 62.0 89.0 86.0 16.0 34.0 34.0 18.0 2.0 20.0 34.0 0.29
22200 18.0 50.0 44.0 28.0 29.0 7.0 63.0 59.0 110.0 31.0 30.0 33.0 61.0 109.0 89.0 10.0 41.0 28.0 20.0 2.0 22.0 40.0 0.28
22300 19.0 46.0 42.0 30.0 28.0 9.0 57.0 45.0 89.0 28.0 31.0 38.0 67.0 99.0 93.0 15.0 35.0 29.0 18.0 3.0 23.0 47.0 0.23
22400 23.0 59.0 51.0 31.0 35.0 8.0 69.0 67.0 123.0 37.0 39.0 43.0 72.0 129.0 105.0 10.0 47.0 33.0 24.0 1.0 27.0 56.0 0.32
22500 18.0 45.0 43.0 29.0 26.0 7.0 62.0 45.0 94.0 31.0 29.0 37.0 62.0 99.0 88.0 18.0 35.0 31.0 17.0 2.0 25.0 41.0 0.23
22600 18.0 45.0 39.0 20.0 25.0 4.0 56.0 47.0 91.0 23.0 30.0 34.0 62.0 99.0 77.0 4.0 31.0 23.0 15.0 0.0 14.0 29.0 0.3
22700 17.0 45.0 39.0 26.0 25.0 7.0 56.0 51.0 93.0 27.0 27.0 34.0 60.0 104.0 80.0 9.0 37.0 25.0 17.0 1.0 19.0 35.0 0.25
22800 16.0 37.0 36.0 23.0 24.0 8.0 55.0 34.0 73.0 26.0 26.0 36.0 58.0 77.0 79.0 16.0 30.0 28.0 16.0 2.0 18.0 30.0 0.19
22900 13.0 35.0 34.0 16.0 24.0 5.0 53.0 35.0 73.0 24.0 21.0 26.0 44.0 71.0 71.0 3.0 30.0 23.0 15.0 0.0 13.0 19.0 0.25
23000 13.0 28.0 27.0 10.0 19.0 3.0 41.0 22.0 49.0 17.0 23.0 27.0 46.0 57.0 58.0 6.0 22.0 21.0 13.0 2.0 10.0 13.0 0.26
23100 13.0 31.0 32.0 17.0 20.0 5.0 51.0 26.0 65.0 16.0 23.0 27.0 47.0 61.0 66.0 1.0 21.0 20.0 10.0 0.0 14.0 18.0 0.3
23200 17.0 48.0 44.0 30.0 27.0 7.0 65.0 56.0 108.0 31.0 28.0 32.0 59.0 105.0 86.0 11.0 38.0 28.0 17.0 1.0 23.0 38.0 0.3
23300 23.0 60.0 53.0 41.0 36.0 12.0 67.0 63.0 119.0 38.0 40.0 41.0 77.0 128.0 102.0 16.0 46.0 33.0 23.0 2.0 32.0 61.0 0.3
23400 22.0 52.0 50.0 39.0 31.0 10.0 68.0 51.0 108.0 33.0 37.0 41.0 73.0 112.0 98.0 18.0 36.0 31.0 18.0 2.0 32.0 50.0 0.23
23500 18.0 51.0 46.0 34.0 29.0 9.0 66.0 58.0 111.0 35.0 30.0 34.0 59.0 113.0 89.0 17.0 42.0 32.0 20.0 2.0 26.0 41.0 0.32
23600 20.0 48.0 43.0 27.0 28.0 6.0 58.0 48.0 95.0 28.0 33.0 36.0 62.0 102.0 79.0 6.0 35.0 26.0 17.0 0.0 19.0 36.0 0.28
23700 19.0 48.0 46.0 28.0 30.0 7.0 62.0 45.0 93.0 33.0 30.0 37.0 65.0 101.0 96.0 18.0 37.0 34.0 20.0 2.0 24.0 44.0 0.33
23800 17.0 44.0 41.0 22.0 26.0 5.0 60.0 47.0 95.0 28.0 27.0 34.0 61.0 97.0 93.0 4.0 34.0 29.0 19.0 0.0 18.0 35.0 0.24
23900 18.0 52.0 45.0 25.0 30.0 7.0 63.0 60.0 109.0 29.0 31.0 31.0 61.0 117.0 91.0 4.0 41.0 30.0 21.0 1.0 22.0 34.0 0.37
24000 14.0 35.0 36.0 20.0 21.0 5.0 57.0 32.0 78.0 21.0 24.0 30.0 52.0 73.0 73.0 5.0 25.0 26.0 12.0 0.0 15.0 27.0 0.28
24100 16.0 42.0 40.0 23.0 24.0 5.0 59.0 42.0 87.0 25.0 26.0 31.0 57.0 94.0 83.0 8.0 30.0 27.0 14.0 0.0 20.0 33.0 0.16
24200 20.0 52.0 48.0 38.0 30.0 10.0 68.0 58.0 113.0 36.0 32.0 40.0 68.0 114.0 94.0 23.0 41.0 32.0 19.0 3.0 31.0 51.0 0.28
24300 17.0 47.0 43.0 30.0 28.0 9.0 62.0 53.0 100.0 30.0 28.0 32.0 63.0 104.0 92.0 12.0 39.0 29.0 20.0 2.0 21.0 36.0 0.23
24400 13.0 34.0 32.0 16.0 19.0 3.0 50.0 36.0 74.0 18.0 21.0 27.0 47.0 75.0 67.0 2.0 25.0 20.0 11.0 0.0 11.0 20.0 0.3
24500 19.0 48.0 46.0 31.0 29.0 8.0 63.0 46.0 96.0 32.0 30.0 38.0 65.0 103.0 92.0 18.0 36.0 32.0 18.0 2.0 26.0 42.0 0.26
24600 21.0 53.0 49.0 29.0 32.0 6.0 63.0 51.0 103.0 35.0 34.0 37.0 66.0 115.0 98.0 11.0 40.0 33.0 22.0 1.0 24.0 50.0 0.2
24700 18.0 45.0 44.0 32.0 28.0 10.0 65.0 49.0 99.0 32.0 27.0 36.0 61.0 98.0 85.0 20.0 36.0 34.0 19.0 3.0 23.0 35.0 0.31
24800 18.0 47.0 43.0 32.0 27.0 9.0 62.0 52.0 99.0 31.0 28.0 37.0 64.0 104.0 85.0 21.0 38.0 30.0 17.0 3.0 25.0 41.0 0.2
24900 16.0 41.0 37.0 24.0 23.0 7.0 56.0 47.0 87.0 24.0 25.0 34.0 56.0 91.0 74.0 8.0 33.0 26.0 14.0 1.0 17.0 27.0 0.18
25000 19.0 46.0 42.0 26.0 26.0 5.0 59.0 47.0 95.0 28.0 31.0 37.0 63.0 102.0 85.0 8.0 33.0 26.0 15.0 0.0 20.0 41.0 0.29
25100 24.0 59.0 52.0 41.0 37.0 14.0 64.0 60.0 111.0 32.0 41.0 42.0 79.0 127.0 106.0 16.0 43.0 31.0 22.0 4.0 33.0 56.0 0.19
25200 20.0 54.0 43.0 30.0 32.0 10.0 51.0 58.0 94.0 29.0 36.0 31.0 65.0 126.0 85.0 16.0 45.0 23.0 22.0 4.0 23.0 43.0 0.24
25300 14.0 38.0 32.0 21.0 23.0 7.0 45.0 44.0 74.0 22.0 24.0 26.0 49.0 86.0 67.0 9.0 33.0 20.0 15.0 2.0 15.0 29.0 0.26
25400 16.0 40.0 38.0 25.0 25.0 8.0 54.0 43.0 84.0 24.0 26.0 32.0 55.0 85.0 75.0 6.0 31.0 26.0 15.0 1.0 16.0 26.0 0.3
25500 18.0 47.0 45.0 26.0 29.0 7.0 64.0 46.0 95.0 33.0 27.0 35.0 60.0 104.0 92.0 17.0 37.0 34.0 21.0 2.0 19.0 33.0 0.28
25600 21.0 55.0 50.0 32.0 33.0 9.0 69.0 61.0 115.0 35.0 33.0 40.0 73.0 117.0 98.0 19.0 43.0 34.0 22.0 3.0 24.0 42.0 0.33
25700 19.0 49.0 46.0 29.0 29.0 7.0 63.0 48.0 98.0 30.0 32.0 36.0 65.0 109.0 94.0 8.0 36.0 29.0 17.0 0.0 26.0 39.0 0.26
25800 20.0 50.0 42.0 25.0 29.0 7.0 55.0 53.0 94.0 25.0 33.0 36.0 65.0 108.0 75.0 7.0 37.0 24.0 16.0 1.0 17.0 32.0 0.27
25900 15.0 40.0 37.0 17.0 23.0 3.0 57.0 44.0 90.0 23.0 23.0 28.0 51.0 87.0 75.0 4.0 29.0 24.0 14.0 0.0 12.0 24.0 0.27
26000 17.0 45.0 42.0 29.0 29.0 10.0 58.0 49.0 93.0 29.0 27.0 34.0 59.0 96.0 94.0 12.0 37.0 31.0 20.0 3.0 22.0 36.0 0.22
26100 16.0 40.0 38.0 18.0 23.0 3.0 57.0 41.0 84.0 24.0 24.0 33.0 55.0 87.0 78.0 6.0 30.0 26.0 14.0 0.0 14.0 26.0 0.21
26200 23.0 57.0 50.0 35.0 35.0 11.0 63.0 59.0 109.0 33.0 38.0 41.0 76.0 123.0 98.0 12.0 43.0 31.0 21.0 2.0 25.0 48.0 0.31
26300 17.0 44.0 41.0 29.0 27.0 9.0 58.0 47.0 90.0 28.0 27.0 34.0 59.0 96.0 86.0 10.0 35.0 29.0 17.0 1.0 20.0 33.0 0.26
26400 18.0 41.0 43.0 28.0 27.0 8.0 60.0 33.0 83.0 28.0 29.0 36.0 65.0 81.0 83.0 17.0 28.0 30.0 15.0 2.0 20.0 32.0 0.31
26500 16.0 43.0 39.0 26.0 24.0 7.0 59.0 50.0 94.0 26.0 25.0 32.0 56.0 97.0 79.0 9.0 35.0 26.0 15.0 1.0 19.0 31.0 0.32
26600 22.0 57.0 53.0 37.0 35.0 11.0 72.0 62.0 121.0 40.0 36.0 43.0 78.0 124.0 110.0 21.0 46.0 37.0 25.0 3.0 33.0 54.0 0.28
26700 21.0 54.0 51.0 40.0 33.0 12.0 69.0 57.0 112.0 37.0 34.0 42.0 74.0 120.0 108.0 21.0 43.0 36.0 22.0 3.0 37.0 56.0 0.27
26800 16.0 45.0 39.0 26.0 25.0 7.0 56.0 51.0 93.0 26.0 26.0 31.0 56.0 101.0 76.0 9.0 36.0 25.0 15.0 1.0 19.0 35.0 0.19
26900 20.0 48.0 46.0 26.0 32.0 8.0 63.0 44.0 93.0 32.0 35.0 39.0 69.0 95.0 93.0 7.0 37.0 32.0 20.0 0.0 26.0 33.0 0.32
27000 16.0 39.0 36.0 11.0 24.0 2.0 51.0 34.0 74.0 18.0 28.0 29.0 52.0 82.0 70.0 1.0 26.0 22.0 12.0 0.0 8.0 19.0 0.34
27100 19.0 52.0 48.0 37.0 31.0 11.0 66.0 56.0 108.0 36.0 31.0 38.0 68.0 115.0 100.0 21.0 43.0 34.0 21.0 3.0 32.0 52.0 0.31
27200 16.0 45.0 42.0 29.0 26.0 8.0 62.0 51.0 98.0 30.0 25.0 31.0 57.0 102.0 88.0 19.0 37.0 30.0 17.0 3.0 23.0 37.0 0.23
27300 14.0 35.0 33.0 18.0 20.0 4.0 52.0 37.0 76.0 22.0 22.0 31.0 50.0 78.0 71.0 5.0 28.0 24.0 13.0 0.0 14.0 28.0 0.18
27400 17.0 39.0 36.0 21.0 24.0 7.0 53.0 36.0 70.0 26.0 26.0 36.0 56.0 83.0 76.0 16.0 32.0 27.0 16.0 2.0 15.0 26.0 0.31
27500 20.0 50.0 48.0 29.0 30.0 6.0 67.0 50.0 105.0 36.0 32.0 40.0 67.0 106.0 101.0 18.0 38.0 35.0 21.0 2.0 26.0 49.0 0.29
27600 17.0 41.0 41.0 28.0 25.0 7.0 60.0 40.0 87.0 30.0 26.0 37.0 63.0 89.0 91.0 18.0 32.0 31.0 17.0 2.0 24.0 42.0 0.27
27700 15.0 35.0 33.0 20.0 20.0 5.0 50.0 35.0 72.0 21.0 23.0 33.0 53.0 77.0 69.0 5.0 26.0 24.0 12.0 0.0 13.0 25.0 0.22
27800 20.0 49.0 45.0 27.0 28.0 5.0 63.0 49.0 100.0 31.0 33.0 38.0 67.0 109.0 95.0 10.0 35.0 29.0 17.0 0.0 23.0 48.0 0.25
27900 18.0 48.0 40.0 23.0 27.0 7.0 53.0 56.0 98.0 24.0 31.0 33.0 62.0 109.0 84.0 5.0 38.0 23.0 17.0 1.0 18.0 33.0 0.24
28000 17.0 44.0 39.0 23.0 24.0 5.0 56.0 44.0 85.0 25.0 28.0 33.0 60.0 100.0 80.0 8.0 33.0 25.0 15.0 0.0 17.0 32.0 0.27
28100 18.0 45.0 40.0 23.0 25.0 5.0 56.0 45.0 89.0 23.0 30.0 34.0 60.0 102.0 80.0 4.0 31.0 24.0 14.0 0.0 20.0 34.0 0.23
28200 20.0 52.0 46.0 36.0 32.0 12.0 60.0 55.0 101.0 31.0 34.0 37.0 69.0 112.0 96.0 18.0 41.0 30.0 20.0 4.0 27.0 51.0 0.26
28300 18.0 48.0 45.0 34.0 28.0 10.0 67.0 56.0 109.0 32.0 30.0 36.0 60.0 107.0 93.0 17.0 39.0 32.0 19.0 3.0 29.0 39.0 0.3
28400 15.0 37.0 27.0 12.0 18.0 2.0 25.0 38.0 57.0 19.0 23.0 31.0 50.0 88.0 58.0 5.0 28.0 17.0 11.0 0.0 8.0 24.0 0.25
28500 13.0 38.0 33.0 19.0 21.0 6.0 52.0 46.0 82.0 23.0 21.0 28.0 46.0 89.0 73.0 5.0 34.0 25.0 16.0 1.0 13.0 25.0 0.24
28600 18.0 45.0 43.0 28.0 26.0 6.0 64.0 47.0 98.0 32.0 29.0 38.0 61.0 98.0 89.0 19.0 35.0 31.0 17.0 2.0 25.0 46.0 0.19
28700 18.0 46.0 42.0 28.0 28.0 9.0 59.0 51.0 97.0 30.0 30.0 38.0 63.0 102.0 90.0 8.0 39.0 29.0 19.0 1.0 24.0 42.0 0.22
28800 15.0 35.0 32.0 19.0 21.0 5.0 48.0 35.0 69.0 20.0 24.0 30.0 53.0 77.0 67.0 4.0 26.0 19.0 12.0 0.0 14.0 27.0 0.25
28900 16.0 38.0 35.0 21.0 22.0 5.0 51.0 38.0 77.0 21.0 26.0 33.0 57.0 84.0 76.0 4.0 28.0 22.0 13.0 0.0 16.0 31.0 0.15
